a,b,x2,b295,b296,b297,b298,b299,b300,b301,b302,b303,b304,b305,b306,b307,b308,b309,b310,b311,b312,b313,b314,b315,b316,b317,b318,b319,b320,b321,b322,b323,b324,b325,b326,b327,b328,b329,b330,b331,b332,b333,b334,b335,b336,b337,b338,b339,b340,b341,b342,b343,b344,b345,b346,b347,b348,b349,b350,b351,b352,b353,b354,b355,b356,b357,b358,b359,b360,b361,b362,b363,b364,b365,b366,b367,b368,b369,b370,b371,b372,b373,b374,b375,b376,b377,b378,b379,b380,b381,b382,b383,b384,b385,b386,b387,b388,b389,b390,label
13.37534645,81.90925032,196.8333448,1.5,2.5,0.5,0.5,1.5,2.5,0.5,0.5,2.5,1.5,2.5,1.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,1.5,2.5,2.5,1.5,2.5,1.5,2.5,1.5,1.5,2.5,2.5,1.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,1.5,2.5,1.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,1.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,6.5,2.5,2.5,6.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
-43.74911716,85.72973167,186.6782844,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,1.5,1.5,2.5,1.5,2.5,2.5,1.5,2.5,1.5,2.5,1.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,8.5,2.5,7.5,6.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
3.410435698,79.7297007,104.8492188,1.5,2.5,0.5,0.5,1.5,2.5,0.5,0.5,2.5,1.5,2.5,1.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,1.5,2.5,2.5,1.5,2.5,1.5,2.5,1.5,1.5,2.5,2.5,1.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,1.5,2.5,1.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,1.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3.5,2.5,2.5,2.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
-16.02997068,55.05174191,-34.59520112,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,1.5,1.5,2.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,1.5,2.5,1.5,7.5,2.5,2.5,6.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
60.23357784,35.46343122,83.78563888,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,1.5,1.5,2.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,1.5,2.5,1.5,7.5,2.5,2.5,7.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
14.17082741,35.88774543,-146.6634168,1.5,2.5,0.5,0.5,1.5,2.5,0.5,0.5,2.5,1.5,2.5,1.5,1.5,2.5,2.5,1.5,2.5,1.5,2.5,1.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,1.5,2.5,2.5,1.5,2.5,1.5,6.5,2.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
-44.09674821,13.08794116,-44.73968342,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,1.5,1.5,2.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,1.5,2.5,1.5,8.5,2.5,2.5,8.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
61.32035651,-74.54533518,-157.7500834,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,1.5,1.5,2.5,1.5,2.5,2.5,1.5,2.5,1.5,2.5,1.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,1.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,8.5,2.5,1.5,2.5,1.5,2.5,1.5,2.5,1.5,2.5,7.5,2.5,
14.38728768,-22.98026105,-108.4698208,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,1.5,1.5,2.5,1.5,2.5,2.5,1.5,2.5,1.5,2.5,1.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,6.5,2.5,6.5,1.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
-39.1375153,88.6244501,143.2982858,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,1.5,1.5,2.5,1.5,2.5,2.5,1.5,2.5,1.5,2.5,1.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,1.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,7.5,2.5,1.5,2.5,1.5,2.5,1.5,2.5,1.5,2.5,6.5,2.5,
-97.87873092,42.73111473,160.2359117,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,1.5,1.5,2.5,1.5,2.5,2.5,1.5,2.5,1.5,2.5,1.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,1.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,8.5,2.5,1.5,2.5,1.5,2.5,1.5,2.5,1.5,2.5,8.5,2.5,
15.93003973,76.03125281,-11.19093411,1.5,2.5,0.5,0.5,1.5,2.5,0.5,0.5,2.5,1.5,2.5,1.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,1.5,2.5,2.5,1.5,2.5,1.5,7.5,2.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
2.654633053,32.72720029,-100.9511733,1.5,2.5,0.5,0.5,1.5,2.5,0.5,0.5,2.5,1.5,2.5,1.5,1.5,2.5,2.5,1.5,2.5,1.5,2.5,1.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,1.5,2.5,2.5,1.5,2.5,1.5,4.5,2.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
56.30357374,60.54698231,165.1182452,1.5,2.5,0.5,0.5,1.5,2.5,0.5,0.5,2.5,1.5,2.5,1.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,1.5,2.5,2.5,1.5,2.5,1.5,2.5,1.5,1.5,2.5,2.5,1.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,1.5,2.5,1.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,1.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,8.5,2.5,2.5,8.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
36.27849309,69.3993492,-149.9369409,1.5,2.5,0.5,0.5,1.5,2.5,0.5,0.5,2.5,1.5,2.5,1.5,1.5,2.5,2.5,1.5,2.5,1.5,2.5,1.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,1.5,2.5,2.5,1.5,2.5,1.5,8.5,2.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
-20.63945697,47.92427571,-85.69551164,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,1.5,1.5,2.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,1.5,2.5,1.5,7.5,2.5,2.5,7.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
70.81385072,97.37596304,-169.7475034,1.5,2.5,0.5,0.5,1.5,2.5,0.5,0.5,2.5,1.5,2.5,1.5,1.5,2.5,2.5,1.5,2.5,1.5,2.5,1.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,1.5,2.5,2.5,1.5,2.5,1.5,8.5,2.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
-46.05940367,-79.73867821,42.12503801,1.5,2.5,0.5,0.5,1.5,2.5,0.5,0.5,2.5,1.5,2.5,1.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,1.5,2.5,2.5,1.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,1.5,2.5,1.5,2.5,1.5,8.5,2.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
54.94174286,12.63004749,129.2711257,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,1.5,1.5,2.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,1.5,2.5,2.5,1.5,2.5,1.5,2.5,1.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,1.5,2.5,1.5,8.5,2.5,2.5,8.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
82.98654667,34.95524033,-92.8507159,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,1.5,1.5,2.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,1.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,7.5,2.5,1.5,2.5,1.5,2.5,1.5,2.5,1.5,2.5,7.5,2.5,
-16.04684313,71.58487616,147.6955459,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,1.5,1.5,2.5,1.5,2.5,2.5,1.5,2.5,1.5,2.5,1.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,7.5,2.5,6.5,4.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
-56.37428264,69.55399871,100.2175978,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,1.5,1.5,2.5,1.5,2.5,2.5,1.5,2.5,1.5,2.5,1.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,1.5,2.5,1.5,8.5,2.5,8.5,6.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
-31.15379625,-97.20053924,166.6558997,1.5,2.5,0.5,0.5,1.5,2.5,0.5,0.5,2.5,1.5,2.5,1.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,1.5,2.5,2.5,1.5,2.5,1.5,2.5,1.5,1.5,2.5,2.5,1.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,1.5,2.5,1.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,1.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,8.5,2.5,2.5,8.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
-83.0908341,-97.81671299,176.2059711,1.5,2.5,0.5,0.5,1.5,2.5,0.5,0.5,2.5,1.5,2.5,1.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,1.5,2.5,2.5,1.5,2.5,1.5,2.5,1.5,1.5,2.5,2.5,1.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,1.5,2.5,1.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,1.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,6.5,2.5,2.5,6.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
29.69392281,32.8981236,178.0573655,1.5,2.5,0.5,0.5,1.5,2.5,0.5,0.5,2.5,1.5,2.5,1.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,2.5,1.5,2.5,1.5,2.5,1.5,2.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
-31.23272539,64.05819519,-72.73533023,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,1.5,1.5,2.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,1.5,2.5,1.5,7.5,2.5,2.5,7.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
-65.42311499,30.28911454,194.2267885,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,1.5,1.5,2.5,1.5,2.5,2.5,1.5,2.5,1.5,2.5,1.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,8.5,2.5,7.5,8.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
68.45746796,82.21498468,-144.4419986,1.5,2.5,0.5,0.5,1.5,2.5,0.5,0.5,2.5,1.5,2.5,1.5,1.5,2.5,2.5,1.5,2.5,1.5,2.5,1.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,1.5,2.5,2.5,1.5,2.5,1.5,8.5,2.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
88.09953245,27.56320194,69.13629988,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,1.5,1.5,2.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,1.5,2.5,1.5,8.5,2.5,2.5,8.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
-8.66134781,96.94184007,176.4064956,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,1.5,1.5,2.5,1.5,2.5,2.5,1.5,2.5,1.5,2.5,1.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,6.5,2.5,6.5,1.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
-45.62507663,16.08798637,-133.7236486,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,1.5,1.5,2.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,1.5,2.5,2.5,1.5,2.5,1.5,2.5,1.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,1.5,2.5,1.5,8.5,2.5,2.5,8.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
